Order_ID,Customer_Name,City,Category,Product,Price,Quantity,Discount_Percent,Revenue,Profit,Payment_Mode,Rating,Delivery_Days
1981,Emily Gillespie,Hyderabad,Electronics,Headphones,28387,4,7,113548,65130.39,Cash,4.1,6
1982,Connor Daniels,Bhopal,Electronics,Laptop,29147,4,9,116588,34158.18,UPI,4.3,10
1983,Brian Meyers,Bangalore,Fashion,Jacket,12918,5,10,64590,13398.14,Net Banking,4.2,3
1984,Douglas Cox,Delhi,Home,Table,83777,3,27,251331,83806.77,Cash,2.5,10
1985,Rebecca Hale,Delhi,Beauty,Lipstick,67481,2,16,134962,49262.83,Card,2.6,2
1986,Charles Huber,Delhi,Home,Table,97219,4,24,388876,195441.96,UPI,2.8,8
1987,Cody Cardenas,Mumbai,Home,Table,20379,4,6,81516,27975.02,Net Banking,4.3,6
1988,Ashley Salazar,Bhopal,Fashion,Jacket,42120,1,16,42120,11932.09,Cash,4.4,4
1989,David Jenkins,Bangalore,Books,AI Book,45422,2,6,90844,34909.11,Card,4.5,4
1990,Christopher Gibson,Delhi,Sports,Treadmill,68850,3,5,206550,87382.14,UPI,4.7,2
1991,Kevin Robinson,Delhi,Fashion,Shoes,83647,2,30,167294,86710.49,Card,4.0,4
1992,Dwayne Andrews,Mumbai,Fashion,Watch,10745,4,23,42980,17758.06,Card,3.1,3
1993,Jason Gonzalez,Bangalore,Sports,Cricket Bat,40228,3,18,120684,50770.74,Card,3.2,8
1994,Louis Luna,Bhopal,Electronics,Monitor,52698,4,5,210792,86786.15,Net Banking,4.4,8
1995,Tammy Peters,Pune,Electronics,Headphones,56519,1,24,56519,13418.58,Card,3.9,3
1996,Paul Byrd,Indore,Home,Lamp,61271,3,14,183813,89463.57,Net Banking,2.7,3
1997,Robert Richmond,Delhi,Books,Maths Book,26152,2,29,52304,27415.12,Cash,3.7,7
1998,Dana Patterson,Indore,Beauty,Face Wash,50836,4,9,203344,69865.04,UPI,3.5,1
1999,Nicholas Sims,Pune,Electronics,Headphones,74635,2,6,149270,44007.73,Cash,3.8,8
2000,Taylor Hayes,Bhopal,Books,AI Book,91785,1,20,91785,40923.88,Card,3.1,1
2001,Lori Schmidt,Bangalore,Home,Chair,91918,2,8,183836,65781.25,Card,3.1,10
2002,Kevin Jones,Bangalore,Sports,Cricket Bat,2117,1,24,2117,1192.04,Net Banking,3.5,10
2003,Cynthia Rodgers,Pune,Electronics,Keyboard,25249,4,5,100996,27077.05,Cash,3.8,9
2004,Sandra Peterson,Bangalore,Books,Maths Book,77318,3,23,231954,100982.66,UPI,2.8,10
2005,Mark Flores,Bangalore,Home,Table,35761,2,29,71522,21505.51,Cash,2.5,3
2006,Andre Sanchez,Indore,Beauty,Cosmetics,13197,1,24,13197,4242.48,Net Banking,4.1,7
2007,Rhonda Rodriguez,Bhopal,Fashion,T-Shirt,49606,2,22,99212,54196.26,Card,3.8,2
2008,Kristina Hernandez,Hyderabad,Beauty,Perfume,24831,2,1,49662,14900.27,Card,3.1,7
2009,Tiffany Mcclain,Bhopal,Beauty,Cosmetics,83918,2,2,167836,81022.79,UPI,3.2,6
2010,Michael Weber,Delhi,Electronics,Keyboard,31273,4,15,125092,41390.21,UPI,2.7,1
2011,Sarah Mack,Bhopal,Books,Python Book,13193,2,16,26386,7474.77,Cash,4.8,8
2012,Donald Howard,Pune,Home,Curtains,56789,3,11,170367,55753.62,Cash,4.5,6
2013,David Hardy,Hyderabad,Books,Maths Book,50102,5,1,250510,52576.53,Cash,4.5,1
2014,Lauren Madden,Hyderabad,Beauty,Lipstick,95556,2,0,191112,68654.37,Cash,4.9,4
2015,Andrew Thomas,Mumbai,Home,Lamp,81548,4,16,326192,141811.76,UPI,5.0,6
2016,Melissa Haynes,Indore,Electronics,Monitor,6497,3,21,19491,8230.61,Net Banking,3.5,10
2017,John Rose,Delhi,Electronics,Monitor,56587,4,21,226348,58207.65,Net Banking,3.2,4
2018,Danielle Gray,Indore,Books,SQL Book,68664,5,25,343320,88329.01,UPI,2.8,2
2019,Anthony Fry,Delhi,Home,Curtains,61684,2,28,123368,51997.8,Net Banking,4.2,4
2020,Alejandro Reid,Bangalore,Fashion,T-Shirt,22838,1,3,22838,9729.96,UPI,2.9,6
2021,Victoria Parker,Bangalore,Beauty,Face Wash,29385,3,21,88155,36097.63,UPI,4.2,9
2022,Colin Hernandez,Indore,Books,Maths Book,12354,3,27,37062,18919.32,UPI,4.1,7
2023,Nicole Anderson,Hyderabad,Books,Maths Book,86210,5,30,431050,111014.17,Card,3.1,2
2024,Barbara Coffey,Mumbai,Home,Chair,15099,1,10,15099,4586.59,UPI,3.9,3
2025,Andres Bruce,Indore,Home,Lamp,76117,1,9,76117,43786.0,Card,4.6,7
2026,Kevin Nelson,Indore,Home,Sofa,89537,2,16,179074,59900.77,Card,2.8,1
2027,Elizabeth Becker,Hyderabad,Sports,Treadmill,41909,2,26,83818,18678.34,Card,3.7,8
2028,Janet Franco,Hyderabad,Fashion,Watch,37644,2,23,75288,25135.63,UPI,4.0,5
2029,Joshua Lopez,Mumbai,Sports,Football,36341,5,15,181705,63155.06,Net Banking,3.2,7
2030,Savannah Bishop,Hyderabad,Electronics,Monitor,20514,2,27,41028,12593.0,Card,4.3,1
2031,Stephanie Burton,Bangalore,Fashion,Jeans,95841,4,9,383364,79066.6,Card,5.0,9
2032,Lauren Gray,Bhopal,Beauty,Face Wash,55869,4,11,223476,66353.23,UPI,3.8,5
2033,Jennifer Caldwell,Pune,Home,Table,92395,5,12,461975,259201.32,UPI,4.6,5
2034,Nicole Blake,Pune,Beauty,Perfume,76149,2,14,152298,48981.75,Card,3.0,4
2035,Richard Davis,Hyderabad,Books,Python Book,47977,5,3,239885,78843.69,Card,3.4,7
2036,Andrew Dunn,Mumbai,Books,SQL Book,7883,1,11,7883,1658.08,UPI,2.8,9
2037,Christopher Thomas,Bhopal,Books,AI Book,78277,4,4,313108,109340.75,Card,2.6,4
2038,Kimberly Valdez,Bangalore,Beauty,Lipstick,40174,5,30,200870,106663.01,Net Banking,4.4,2
2039,Gerald Duncan,Delhi,Beauty,Lipstick,36573,4,11,146292,87096.26,UPI,2.8,9
2040,Sherry Morris,Bangalore,Fashion,Shoes,77419,5,18,387095,158012.43,UPI,4.5,3
2041,Sara White,Delhi,Beauty,Lipstick,84988,4,9,339952,126268.63,Cash,2.7,9
2042,Nicole Pena,Indore,Fashion,Jeans,92347,1,12,92347,34868.0,Net Banking,2.7,10
2043,Jennifer Davidson,Delhi,Sports,Football,99263,2,30,198526,66817.31,Card,4.7,3
2044,Marc Thompson,Indore,Electronics,Keyboard,59119,3,3,177357,103637.27,Card,4.1,2
2045,Bryan Moore,Indore,Sports,Gym Gloves,99206,1,2,99206,20637.69,Cash,3.4,9
2046,Kristin Larson,Indore,Fashion,Jeans,86766,1,7,86766,41626.86,Cash,4.1,8
2047,Walter Richardson,Pune,Fashion,Watch,64783,3,16,194349,45805.48,Card,4.2,1
2048,Natalie Bradford,Mumbai,Fashion,Shoes,25151,2,9,50302,12956.08,Card,4.0,4
2049,Brittany Rios,Delhi,Sports,Gym Gloves,36858,2,23,73716,25879.84,Cash,3.2,3
2050,Isaac Jackson,Bangalore,Beauty,Lipstick,11412,3,21,34236,14716.78,Card,3.8,2
2051,John Carlson,Bangalore,Books,AI Book,83484,2,22,166968,75326.46,Card,3.5,3
2052,Devin Holland,Delhi,Home,Lamp,50168,1,30,50168,17988.09,Cash,2.8,2
2053,Dr. Lauren Roberts DDS,Pune,Books,Maths Book,9145,3,20,27435,15484.6,Cash,2.9,4
2054,Kristin Watts,Delhi,Home,Chair,13338,4,7,53352,23930.88,UPI,2.9,5
2055,Miguel Skinner,Hyderabad,Sports,Treadmill,13022,5,11,65110,20823.34,Cash,3.9,10
2056,Nicole Armstrong,Mumbai,Electronics,Laptop,22880,3,30,68640,20540.58,Cash,4.5,9
2057,Tina Crawford,Bangalore,Sports,Treadmill,63003,5,4,315015,156365.76,Card,4.1,3
2058,Luis Horton,Bangalore,Beauty,Face Wash,7429,3,22,22287,6440.69,Net Banking,4.3,3
2059,Joshua Kennedy,Bhopal,Beauty,Face Wash,61928,5,9,309640,151621.67,Card,3.3,2
2060,Gregory Wilson,Bangalore,Home,Lamp,41491,1,20,41491,23575.6,Card,4.9,3
2061,Kevin Meyer,Hyderabad,Sports,Football,11586,3,17,34758,7930.54,UPI,4.9,7
2062,Cory Perry,Bangalore,Books,SQL Book,63369,4,16,253476,82620.82,UPI,3.5,10
2063,Richard Valdez,Pune,Fashion,Shoes,94106,4,22,376424,145401.33,Card,5.0,9
2064,Linda Wilson,Hyderabad,Books,Python Book,80109,4,30,320436,170660.07,Card,2.9,6
2065,Courtney Pope,Mumbai,Fashion,Watch,46806,1,13,46806,18806.5,Cash,4.9,6
2066,Vickie Morris,Pune,Books,SQL Book,71163,1,9,71163,34181.64,Cash,3.0,10
2067,Anthony Jones,Bhopal,Beauty,Perfume,40453,5,26,202265,49076.13,Net Banking,2.6,1
2068,Meghan Graham,Pune,Sports,Treadmill,43563,3,11,130689,72811.33,Card,3.5,1
2069,Melissa Lee,Mumbai,Electronics,Headphones,64993,2,2,129986,50481.54,Net Banking,2.8,8
2070,Lauren Torres,Pune,Electronics,Mobile,86566,3,7,259698,106923.0,Cash,3.4,3
2071,Ms. Jacqueline Johnson,Mumbai,Sports,Gym Gloves,14746,4,21,58984,15586.94,Card,3.4,7
2072,Alison Simpson,Delhi,Electronics,Monitor,93458,2,3,186916,97976.35,Card,3.5,6
2073,Michael Bailey,Bangalore,Electronics,Mobile,87820,2,30,175640,71710.65,Cash,2.8,8
2074,Cynthia Gonzalez,Hyderabad,Sports,Treadmill,89856,2,10,179712,53835.25,Net Banking,3.8,7
2075,Brittany Young,Indore,Fashion,Shoes,14639,1,4,14639,7872.61,UPI,4.4,4
2076,Anthony Silva,Bhopal,Electronics,Monitor,56817,5,23,284085,169538.65,Cash,3.2,2
2077,Randy Clayton,Mumbai,Beauty,Perfume,81451,2,23,162902,64428.4,Cash,4.4,5
2078,Eric Brown DVM,Hyderabad,Books,SQL Book,87837,4,6,351348,144208.28,UPI,4.3,9
2079,Natasha Perez,Mumbai,Sports,Cricket Bat,25229,5,20,126145,43672.55,UPI,2.8,1
2080,Melanie Walker,Delhi,Home,Table,19663,4,0,78652,27796.64,UPI,3.5,9
2081,Tammy George,Indore,Home,Table,29568,3,13,88704,36219.79,Net Banking,4.1,5
2082,Angela Vance,Bhopal,Electronics,Monitor,48154,3,30,144462,66393.32,Card,3.3,1
2083,Laurie Moore,Mumbai,Fashion,Shoes,570,1,21,570,172.2,Cash,3.7,10
2084,Andrea Mitchell,Pune,Electronics,Headphones,24727,3,30,74181,29930.95,Cash,2.8,1
2085,Gerald Smith,Bangalore,Books,SQL Book,43912,3,23,131736,36357.28,Cash,3.1,5
2086,Jean Smith,Bangalore,Fashion,Watch,50838,1,28,50838,28339.84,UPI,2.6,4
2087,Monica Hubbard,Pune,Fashion,Jeans,13428,1,30,13428,5121.01,Cash,4.3,4
2088,Brittany Taylor,Bangalore,Sports,Cricket Bat,6242,2,6,12484,5402.01,Cash,4.7,9
2089,Eric Pearson,Bhopal,Home,Sofa,59283,1,29,59283,25227.86,Net Banking,3.8,9
2090,Brett Myers,Pune,Electronics,Mobile,79032,3,22,237096,50502.69,UPI,4.9,1
2091,Samantha Harvey,Hyderabad,Books,SQL Book,97587,4,15,390348,127301.18,UPI,2.9,9
2092,Ashley Turner,Delhi,Beauty,Lipstick,53040,5,8,265200,137169.44,Card,3.9,10
2093,James Chandler,Indore,Books,Python Book,67713,4,16,270852,85832.56,Cash,3.3,4
2094,Andrew Russell,Indore,Home,Sofa,72871,1,5,72871,37195.41,Card,3.2,3
2095,Kimberly Ponce,Hyderabad,Home,Table,35946,1,20,35946,7476.43,Card,3.8,1
2096,Jeffrey Bauer,Bangalore,Books,AI Book,83427,5,11,417135,196126.55,Cash,4.3,7
2097,Crystal Harris,Hyderabad,Sports,Gym Gloves,43050,1,20,43050,11779.82,Cash,3.0,5
2098,Geoffrey Davis,Hyderabad,Fashion,Jacket,2549,5,21,12745,2657.27,UPI,4.3,7
2099,Timothy Cook,Bhopal,Books,AI Book,82581,5,17,412905,213693.37,Card,3.3,4
2100,Albert Allen,Bhopal,Sports,Treadmill,20900,4,7,83600,25755.09,Cash,2.9,8
2101,George Sanders,Mumbai,Electronics,Headphones,24291,4,5,97164,26599.69,Card,3.9,3
2102,James Wu,Hyderabad,Books,AI Book,3258,3,5,9774,2403.41,Net Banking,4.2,4
2103,Mrs. Rhonda Turner,Bangalore,Electronics,Mobile,9943,4,7,39772,16624.31,Net Banking,2.8,9
2104,Nicole Miller,Delhi,Fashion,Shoes,79574,1,12,79574,35522.13,UPI,4.4,1
2105,Olivia Phillips,Indore,Fashion,T-Shirt,11457,3,4,34371,7718.37,UPI,4.5,1
2106,Parker Schneider,Mumbai,Electronics,Keyboard,96986,3,27,290958,92238.84,Card,3.7,10
2107,Kathleen Dean,Delhi,Beauty,Perfume,40789,3,15,122367,65857.27,Cash,4.1,2
2108,Lisa Palmer,Hyderabad,Electronics,Laptop,13976,5,9,69880,39061.07,Net Banking,2.9,4
2109,Jasmine Lyons,Pune,Electronics,Mobile,56485,4,4,225940,103633.26,Card,4.8,7
2110,John Harmon,Pune,Books,Python Book,64963,2,3,129926,66287.08,Cash,2.7,6
2111,Gregory Huang,Bhopal,Electronics,Monitor,11615,1,19,11615,6266.98,Cash,4.0,7
2112,Jasmin Ingram,Pune,Fashion,Jacket,82388,3,11,247164,61751.24,Net Banking,4.2,5
2113,Robert Robinson,Pune,Books,Python Book,785,2,24,1570,530.12,Card,3.5,8
2114,Danielle Palmer,Mumbai,Electronics,Laptop,76239,4,30,304956,94328.05,UPI,3.3,3
2115,Juan Jimenez,Bangalore,Fashion,Jeans,46717,3,15,140151,60330.4,Net Banking,4.0,6
2116,Matthew Burns,Indore,Fashion,T-Shirt,50724,4,17,202896,81393.57,Net Banking,3.8,4
2117,Cassandra Smith,Bangalore,Beauty,Cosmetics,76648,4,16,306592,113086.28,Card,4.3,4
2118,Kimberly Dixon,Mumbai,Home,Chair,27144,1,11,27144,10223.79,UPI,2.6,6
2119,Susan Castaneda,Indore,Home,Table,39126,4,4,156504,41614.27,Net Banking,3.1,4
2120,Alexander Pierce,Bangalore,Electronics,Mobile,15866,2,12,31732,9734.34,Net Banking,3.4,2
2121,Natalie Ashley,Mumbai,Books,Python Book,62998,5,27,314990,169064.81,Cash,2.9,4
2122,Christine Rogers,Bhopal,Electronics,Laptop,75103,4,4,300412,88270.93,Card,4.4,5
2123,Heather Stewart,Bangalore,Beauty,Lipstick,95207,3,14,285621,82099.25,UPI,3.2,3
2124,Mrs. Nicole Castillo,Bhopal,Electronics,Laptop,79690,2,16,159380,85405.44,Net Banking,4.2,8
2125,Kimberly Chung,Bhopal,Sports,Gym Gloves,75481,5,9,377405,119357.68,Card,3.2,2
2126,James Haynes,Mumbai,Sports,Treadmill,16901,2,12,33802,11911.23,Net Banking,3.0,9
2127,Amanda Richardson,Bangalore,Sports,Football,91257,4,15,365028,173287.6,Net Banking,4.6,3
2128,Brian White,Delhi,Electronics,Monitor,85257,4,6,341028,167796.75,UPI,3.4,6
2129,Frank Payne,Mumbai,Electronics,Mobile,37489,2,17,74978,41793.8,UPI,4.4,5
2130,Daniel Mercado,Indore,Fashion,Watch,26940,1,7,26940,13263.45,UPI,3.9,8
2131,Brenda Foster,Pune,Electronics,Laptop,41732,1,30,41732,19887.72,Cash,4.9,9
2132,Mrs. Erin Fry,Mumbai,Fashion,Jacket,99045,4,23,396180,181317.75,UPI,3.3,9
2133,Marc Anderson,Bhopal,Electronics,Keyboard,20185,1,18,20185,5683.54,UPI,3.2,3
2134,Catherine Ferguson,Mumbai,Books,Maths Book,10822,1,30,10822,3383.12,Card,4.4,3
2135,Sandra Bauer,Indore,Sports,Gym Gloves,59152,2,10,118304,57219.31,Net Banking,2.6,7
2136,Diana Roberts,Indore,Fashion,T-Shirt,80504,5,2,402520,87263.82,Net Banking,2.7,1
2137,Heidi Cook,Pune,Fashion,Jacket,72214,1,15,72214,40609.86,Card,4.8,3
2138,Omar Schaefer,Mumbai,Electronics,Monitor,76064,3,11,228192,128770.64,Net Banking,3.1,8
2139,Gary Stevenson,Indore,Home,Lamp,85735,2,30,171470,94379.4,Net Banking,2.6,5
2140,Caleb Sanders,Hyderabad,Beauty,Lipstick,81723,2,14,163446,74091.23,Cash,3.4,7
2141,William Morgan,Delhi,Sports,Treadmill,34949,1,19,34949,7305.3,Card,4.2,9
2142,Joshua Rhodes,Bhopal,Electronics,Mobile,14301,3,12,42903,23026.8,UPI,3.1,8
2143,April Johnson,Hyderabad,Books,Python Book,46235,4,14,184940,63435.57,Net Banking,2.8,3
2144,Johnathan Stevens,Delhi,Books,Python Book,52528,4,6,210112,92321.49,Cash,3.4,10
2145,Joshua Fowler,Delhi,Beauty,Perfume,92550,4,3,370200,180898.22,Card,4.9,3
2146,Kevin Harris,Hyderabad,Books,SQL Book,42467,5,1,212335,43502.28,Net Banking,2.7,6
2147,Jill Santana,Hyderabad,Beauty,Lipstick,28473,1,6,28473,7197.74,Net Banking,3.2,3
2148,Timothy Jarvis,Hyderabad,Electronics,Mobile,9577,3,12,28731,16299.57,Net Banking,4.7,9
2149,Henry Wilson,Bhopal,Fashion,Jacket,24627,1,2,24627,5960.16,Cash,4.9,5
2150,Melissa Perez,Bangalore,Fashion,T-Shirt,46280,4,15,185120,75862.22,Card,4.9,7
2151,Raymond Pittman,Indore,Home,Curtains,51505,1,17,51505,14770.14,Card,2.7,10
2152,Wendy Small,Bhopal,Sports,Cricket Bat,42932,3,0,128796,69523.76,Card,3.7,6
2153,Gabrielle Hinton,Bhopal,Electronics,Headphones,34946,5,23,174730,104581.01,Card,4.1,10
2154,Sabrina Lee,Hyderabad,Electronics,Laptop,29155,2,13,58310,18742.09,Card,4.0,4
2155,Robyn Jordan,Hyderabad,Home,Table,25555,5,30,127775,75930.5,Cash,2.5,5
2156,Eric Cummings,Bhopal,Sports,Football,92160,4,20,368640,73868.35,Net Banking,3.4,9
2157,Richard Browning,Mumbai,Beauty,Face Wash,15360,2,14,30720,13168.02,Card,3.9,7
2158,Angel Nash,Hyderabad,Home,Lamp,83613,3,22,250839,88257.55,UPI,5.0,2
2159,Linda Rice,Hyderabad,Electronics,Laptop,81274,4,3,325096,130505.9,UPI,4.1,9
2160,John Gilmore,Mumbai,Sports,Football,88018,3,27,264054,114003.64,Net Banking,3.9,2
2161,Marie King,Bhopal,Fashion,Jeans,16810,3,30,50430,14246.45,Net Banking,4.8,7
2162,Aaron Davis,Bangalore,Electronics,Monitor,29851,5,9,149255,73576.2,Cash,3.3,7
2163,Daniel Perez,Mumbai,Books,SQL Book,1044,4,1,4176,2479.66,Cash,4.6,9
2164,Rebecca Hernandez,Bhopal,Books,AI Book,44420,2,30,88840,32970.75,Card,3.9,7
2165,Ronnie Joseph,Indore,Fashion,Watch,84967,4,26,339868,196908.51,Net Banking,2.8,7
2166,Tommy Graham,Mumbai,Books,SQL Book,53337,3,16,160011,85865.51,UPI,4.3,3
2167,Deanna Fritz,Hyderabad,Sports,Football,83264,5,25,416320,184511.0,Cash,4.6,3
2168,Stephanie Hayes,Bangalore,Home,Table,12723,1,0,12723,5407.68,Card,2.6,9
2169,Christina Brandt,Bhopal,Electronics,Keyboard,50622,1,23,50622,15507.16,Cash,3.0,4
2170,Crystal Hernandez,Hyderabad,Home,Table,70678,2,23,141356,40708.89,Net Banking,4.4,1
2171,Jonathan Ramirez,Hyderabad,Home,Chair,19344,1,20,19344,3986.43,UPI,2.8,10
2172,Jennifer Wise,Delhi,Electronics,Laptop,19090,3,8,57270,13868.39,UPI,3.7,6
2173,Lindsey Foster,Delhi,Fashion,Jeans,13695,4,25,54780,32386.88,Net Banking,4.9,2
2174,Michael Martin,Hyderabad,Fashion,Jeans,49685,3,20,149055,35278.19,Card,2.9,1
2175,Kristin Elliott,Pune,Fashion,Watch,83234,5,27,416170,244466.5,Cash,3.7,10
2176,Robert Brady,Delhi,Sports,Football,21260,5,23,106300,52958.62,Card,4.0,9
2177,Cody Martin,Delhi,Electronics,Keyboard,67575,2,6,135150,34226.78,Card,2.6,3
2178,Sabrina Clark,Mumbai,Fashion,Shoes,95886,2,8,191772,94070.57,UPI,3.4,9
2179,Mary Frazier,Bhopal,Books,AI Book,61716,4,13,246864,97495.82,Card,3.1,4
2180,Gina Shaw,Indore,Books,AI Book,51988,1,18,51988,14699.02,Cash,2.9,4
2181,Eric Long,Pune,Books,Maths Book,57315,4,13,229260,82870.17,Cash,4.1,10
2182,Ryan Keller,Bangalore,Beauty,Lipstick,26677,5,11,133385,60078.71,UPI,3.6,1
2183,Sarah Jacobs,Bangalore,Sports,Gym Gloves,77422,4,9,309688,111006.78,Cash,3.5,2
2184,Kenneth Gray,Mumbai,Fashion,Jacket,56780,2,11,113560,56992.67,Cash,3.4,6
2185,Sabrina Santos,Bhopal,Electronics,Laptop,42258,1,22,42258,19795.85,Cash,4.7,9
2186,Mr. Frank Hansen MD,Delhi,Electronics,Headphones,37673,5,6,188365,73291.89,Cash,4.3,2
2187,Dawn Ruiz,Mumbai,Sports,Treadmill,89908,4,10,359632,98770.13,Card,2.6,8
2188,Adam Richardson,Mumbai,Beauty,Cosmetics,36468,4,3,145872,80282.54,Cash,4.0,4
2189,Amanda Morse,Indore,Sports,Football,37860,1,20,37860,10853.62,UPI,4.8,5
2190,Matthew King,Pune,Fashion,Jeans,5350,5,29,26750,10405.6,UPI,2.7,2
2191,Christine Anderson,Delhi,Beauty,Face Wash,36502,3,24,109506,50555.66,Cash,3.7,1
2192,Frederick Mason,Delhi,Beauty,Face Wash,91786,4,15,367144,95652.42,Cash,4.8,2
2193,Paula Wilson,Pune,Electronics,Mobile,6769,1,4,6769,3776.73,Net Banking,3.1,2
2194,Kenneth Stone,Delhi,Fashion,Jacket,70958,1,29,70958,23040.31,Cash,4.7,1
2195,April Stewart,Indore,Electronics,Laptop,40383,1,8,40383,18910.08,Net Banking,3.2,3
2196,Hayley Wagner,Mumbai,Fashion,Watch,60884,1,4,60884,28753.5,Net Banking,4.1,2
2197,Alexis Davis,Pune,Sports,Cricket Bat,76244,4,21,304976,123197.64,Cash,4.4,8
2198,Katie Brock,Indore,Fashion,Shoes,35078,3,22,105234,59655.29,Card,4.1,4
2199,Jose Key,Bangalore,Books,Python Book,10349,4,1,41396,21319.35,Card,3.7,7
2200,David Johnson,Hyderabad,Fashion,Jeans,14201,3,6,42603,11690.34,Cash,4.4,5
2201,Seth Hester,Mumbai,Books,Maths Book,86390,2,27,172780,68800.21,Card,4.8,7
2202,Kevin Smith,Mumbai,Beauty,Perfume,52955,2,2,105910,51775.65,Cash,4.9,10
2203,Mrs. Alexis Silva,Delhi,Books,Python Book,19805,4,28,79220,44135.89,Card,2.5,8
2204,Jessica Villanueva,Pune,Fashion,Jacket,4246,4,21,16984,6583.78,Cash,2.8,9
2205,Tonya Fisher,Bhopal,Electronics,Monitor,57054,2,4,114108,50347.74,Cash,2.6,5
2206,Cynthia Long,Mumbai,Home,Chair,6940,4,23,27760,6351.27,Cash,3.0,3
2207,Daniel Alvarado,Delhi,Sports,Gym Gloves,69910,5,15,349550,137216.77,UPI,4.1,2
2208,Jeff Kelley,Delhi,Fashion,Shoes,7464,1,18,7464,3683.7,UPI,3.2,10
2209,Matthew Foster,Hyderabad,Books,Maths Book,51868,4,3,207472,106234.93,Cash,3.7,3
2210,Brianna Hanson,Bangalore,Fashion,Jacket,83979,3,22,251937,91068.84,UPI,2.7,9
2211,Louis Gutierrez,Mumbai,Books,Maths Book,97374,3,27,292122,69330.16,Card,3.3,2
2212,Michael Smith,Bangalore,Fashion,T-Shirt,44036,4,4,176144,37889.07,Net Banking,3.6,1
2213,Eric Curtis,Delhi,Fashion,Jacket,10589,2,21,21178,6266.48,Cash,4.9,10
2214,Laura Mathews,Delhi,Electronics,Headphones,32941,4,3,131764,76677.34,Cash,4.6,9
2215,Kayla Macias,Pune,Sports,Cricket Bat,99458,2,24,198916,111877.51,Cash,3.6,6
2216,Andrea Combs,Delhi,Sports,Gym Gloves,87454,4,8,349816,158915.91,Cash,3.3,6
2217,Mike Stone,Bangalore,Sports,Treadmill,15279,3,21,45837,17980.78,UPI,2.9,7
2218,Meghan Williams,Bangalore,Fashion,T-Shirt,47318,4,0,189272,95062.41,Net Banking,3.4,2
2219,Brianna Lozano,Bangalore,Fashion,Jeans,84220,1,30,84220,41304.05,Net Banking,5.0,9
2220,Vanessa Wilson,Indore,Fashion,Jacket,89506,3,28,268518,125538.0,Net Banking,4.9,5
2221,Michelle Porter,Hyderabad,Home,Table,5887,5,16,29435,9397.59,UPI,3.6,8
2222,Billy Wagner,Bangalore,Sports,Gym Gloves,38302,1,0,38302,15337.24,Card,3.7,3
2223,Anthony Ho,Bhopal,Sports,Gym Gloves,82262,5,21,411310,220033.28,Cash,2.7,5
2224,Dana Stephens,Delhi,Electronics,Headphones,5867,2,9,11734,3165.97,UPI,3.7,1
2225,Crystal Turner,Pune,Beauty,Face Wash,87040,1,1,87040,43470.09,Cash,4.5,9
2226,Anna Williams,Mumbai,Books,SQL Book,11772,3,4,35316,7120.92,Net Banking,4.0,2
2227,William Long,Hyderabad,Home,Table,4712,4,29,18848,8635.16,Net Banking,3.6,2
2228,Debra Garcia,Bangalore,Home,Sofa,78755,3,5,236265,88466.35,Cash,4.5,3
2229,Christopher Saunders,Pune,Books,SQL Book,33270,2,13,66540,25171.18,Cash,2.7,10
2230,Eric Nunez,Hyderabad,Books,Maths Book,72043,2,12,144086,41358.12,Net Banking,2.7,9
2231,Nicholas Cortez,Bhopal,Beauty,Face Wash,66536,3,14,199608,91484.83,Net Banking,4.9,8
2232,Charles Lee,Indore,Electronics,Keyboard,3963,4,2,15852,4718.47,Cash,4.5,10
2233,James Mccullough,Pune,Sports,Gym Gloves,17182,5,17,85910,20621.41,UPI,4.4,7
2234,Trevor Robertson,Hyderabad,Fashion,Jeans,88328,1,14,88328,24467.53,Net Banking,4.6,2
2235,Richard Parker,Hyderabad,Electronics,Monitor,85681,1,10,85681,31039.15,Cash,3.9,6
2236,Leah Mcbride,Bangalore,Electronics,Laptop,97555,5,21,487775,192998.74,UPI,4.3,9
2237,Melissa Wright,Bangalore,Fashion,Watch,97548,4,4,390192,199225.23,Card,3.3,5
2238,Natasha Mitchell,Delhi,Books,Python Book,64064,5,22,320320,166476.73,UPI,2.9,2
2239,James Parker,Hyderabad,Sports,Football,32901,2,3,65802,27011.92,Net Banking,3.5,2
2240,Daniel Williams,Hyderabad,Home,Lamp,63902,2,26,127804,64672.51,Cash,4.6,8
2241,Edward Medina,Mumbai,Books,Python Book,57169,2,20,114338,67612.27,Card,2.9,9
2242,Anthony Brock,Indore,Fashion,Jeans,63475,3,9,190425,63408.82,Net Banking,3.4,5
2243,Brooke Smith,Bhopal,Beauty,Lipstick,91942,1,14,91942,39833.08,Card,2.6,8
2244,Kathleen Fischer,Bangalore,Electronics,Keyboard,51543,1,18,51543,24683.7,Net Banking,2.6,6
2245,Donald Crosby,Mumbai,Fashion,Jeans,95273,4,8,381092,227264.97,Cash,3.8,9
2246,Janet Williamson,Mumbai,Fashion,Jacket,93066,5,12,465330,183703.88,Card,3.4,10
2247,Jason Lucas,Bangalore,Home,Lamp,94240,2,8,188480,53908.22,Cash,4.8,2
2248,Janice Hoover,Indore,Books,Maths Book,49851,4,19,199404,67081.75,Cash,2.8,6
2249,Steven Sandoval,Delhi,Sports,Gym Gloves,77110,5,26,385550,169060.0,UPI,4.6,3
